1200.0,901.0
920.0,963.0
956.0,513.0
999.0,966.0
1203.0,994.0
1089.0,543.0
1148.0,1097.0
996.0,504.0
1012.0,500.0
1107.0,571.0
1120.0,684.0
1229.0,958.0
912.0,742.0
988.0,986.0
1022.0,531.0
877.0,595.0
993.0,539.0
1060.0,907.0
880.0,673.0
1187.0,900.0
984.0,522.0
888.0,981.0
1192.0,886.0
987.0,866.0
989.0,653.0
1066.0,631.0
1101.0,963.0
933.0,533.0
700.0,592.0
1346.0,1056.0
1184.0,879.0
1169.0,888.0
994.0,770.0
973.0,476.0
1010.0,516.0
716.0,960.0
1093.0,566.0
871.0,869.0
1202.0,879.0
984.0,756.0
958.0,527.0
955.0,761.0
1192.0,912.0
1222.0,932.0
1073.0,671.0
885.0,561.0
1064.0,518.0
934.0,554.0
1114.0,969.0
1010.0,636.0
700.0,608.0
894.0,543.0
1174.0,993.0
712.0,820.0
978.0,508.0
1026.0,634.0
1014.0,971.0
739.0,1024.0
1220.0,899.0
930.0,677.0
1124.0,649.0
1047.0,505.0
996.0,636.0
860.0,939.0
1045.0,759.0
1101.0,660.0
1246.0,992.0
892.0,711.0
980.0,1020.0
909.0,885.0
1137.0,673.0
940.0,740.0
1144.0,1021.0
852.0,938.0
975.0,733.0
1002.0,976.0
910.0,539.0
1226.0,1037.0
901.0,592.0
1013.0,749.0
1104.0,457.0
1030.0,510.0
849.0,1076.0
924.0,708.0
1083.0,581.0
1054.0,729.0
996.0,925.0
1068.0,551.0
1174.0,909.0
732.0,825.0
1103.0,982.0
1043.0,714.0
827.0,959.0
840.0,634.0
985.0,572.0
910.0,671.0
1046.0,524.0
969.0,577.0
985.0,496.0
1060.0,610.0
1123.0,627.0
732.0,768.0
942.0,620.0
1008.0,725.0
894.0,870.0
860.0,674.0
954.0,502.0
1176.0,897.0
1023.0,968.0
1075.0,703.0
718.0,982.0
699.0,551.0
932.0,763.0
961.0,701.0
963.0,548.0
1029.0,542.0
1358.0,1067.0
883.0,892.0
1092.0,957.0
901.0,626.0
1060.0,498.0
936.0,519.0
905.0,559.0
1245.0,967.0
1004.0,566.0
709.0,781.0
1110.0,1035.0
1056.0,590.0
1217.0,987.0
930.0,871.0
923.0,976.0
1046.0,741.0
820.0,883.0
1095.0,621.0
871.0,710.0
936.0,586.0
737.0,450.0
973.0,590.0
1164.0,1065.0
1114.0,958.0
853.0,632.0
855.0,1138.0
976.0,677.0
903.0,526.0
993.0,1034.0
1103.0,601.0
731.0,784.0
981.0,957.0
