1100.0,435.0
1046.0,436.0
1062.0,439.0
1122.0,439.0
901.0,446.0
947.0,446.0
721.0,448.0
758.0,448.0
811.0,448.0
694.0,449.0
737.0,450.0
784.0,450.0
1084.0,456.0
1104.0,457.0
1124.0,458.0
978.0,460.0
947.0,467.0
714.0,468.0
1082.0,468.0
935.0,471.0
973.0,476.0
738.0,478.0
1106.0,483.0
948.0,485.0
972.0,490.0
695.0,491.0
739.0,491.0
967.0,492.0
1042.0,493.0
1118.0,493.0
695.0,496.0
985.0,496.0
1012.0,500.0
881.0,501.0
954.0,502.0
938.0,505.0
1047.0,505.0
734.0,508.0
1081.0,509.0
1030.0,510.0
956.0,513.0
864.0,514.0
1021.0,514.0
1010.0,516.0
1064.0,518.0
996.0,519.0
1033.0,520.0
919.0,522.0
1046.0,524.0
958.0,527.0
1038.0,527.0
890.0,528.0
1077.0,528.0
1022.0,531.0
1107.0,531.0
933.0,533.0
1068.0,533.0
699.0,534.0
842.0,534.0
973.0,534.0
1113.0,534.0
1057.0,535.0
1102.0,536.0
910.0,539.0
874.0,542.0
1029.0,542.0
894.0,543.0
963.0,548.0
1007.0,550.0
699.0,551.0
1068.0,551.0
1114.0,551.0
934.0,554.0
1099.0,557.0
1040.0,558.0
905.0,559.0
859.0,561.0
885.0,561.0
1082.0,561.0
1126.0,561.0
740.0,563.0
1022.0,563.0
966.0,564.0
1004.0,566.0
1093.0,566.0
1107.0,571.0
985.0,572.0
1047.0,573.0
1128.0,577.0
1093.0,578.0
1009.0,580.0
1083.0,581.0
1100.0,585.0
936.0,586.0
1114.0,588.0
973.0,590.0
1056.0,590.0
740.0,591.0
700.0,592.0
1087.0,594.0
1142.0,594.0
877.0,595.0
741.0,596.0
843.0,596.0
1004.0,597.0
1032.0,597.0
1016.0,601.0
1070.0,601.0
1082.0,601.0
1103.0,601.0
1134.0,601.0
940.0,606.0
1047.0,607.0
700.0,608.0
997.0,609.0
1036.0,609.0
1121.0,609.0
1060.0,610.0
1018.0,611.0
978.0,612.0
1075.0,613.0
1105.0,616.0
1080.0,618.0
989.0,619.0
942.0,620.0
1095.0,621.0
1133.0,624.0
1146.0,624.0
1123.0,627.0
983.0,629.0
1066.0,631.0
931.0,632.0
1043.0,632.0
840.0,634.0
